produto,Unnamed: 1,prediction
bolacha delicias da tia vera nata c/ canela 200g,,"(('__label__biscoitos', '__label__ingredientes', '__label__chocolates,chocolate', '__label__doces', '__label__pães,pão'), array([0.84325397, 0.01472559, 0.01406813, 0.01247659, 0.00700139]))"
bolacha delicias da tia vera beliscao 200g,,"(('__label__biscoitos', '__label__pães,pão', '__label__chocolates,chocolate', '__label__laticínios,manteiga', '__label__conservas,pimenta'), array([0.52711004, 0.01815127, 0.01556379, 0.01546018, 0.01491861]))"
bolacha delic tia vera sequilhos nat c/ coco 200g,,"(('__label__biscoitos', '__label__ingredientes', '__label__chocolates,chocolate', '__label__pães,pão', '__label__roupas,sabão'), array([0.23622368, 0.03311751, 0.01721184, 0.01590506, 0.01055549]))"
pacoca caseira 200g,,"(('__label__doces', '__label__chocolates,chocolate', '__label__laticínios,manteiga', '__label__laticínios,requeijão', '__label__chocolates,bombom'), array([0.92987216, 0.00687473, 0.00538321, 0.00413714, 0.00376686]))"
chimichurri tchetto 15g,,"(('__label__chás,chá', '__label__sal,sal', '__label__chás,cha', '__label__temperos', '__label__conservas,pimenta'), array([0.24602082, 0.20305693, 0.12452514, 0.05980922, 0.03550351]))"
caldeirao longuilar tp aa preta n18 un,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,cacarola', '__label__papelaria,caneta'), array([0.08589727, 0.05086387, 0.03993126, 0.02293915, 0.01438279]))"
cha matte leao 40g.limao pct c/25 saq,,"(('__label__rosto,base', '__label__rosto,pó', '__label__rosto,gloss', '__label__conveniências,cola', '__label__conveniências,fita'), array([0.00458666, 0.00438313, 0.0040438 , 0.00380892, 0.00330908]))"
salsicha bordon 180g.tipo viena,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__cozinha,porta', '__label__cabelo,pente', '__label__conveniências,fita'), array([0.00242753, 0.00227498, 0.00216534, 0.00182514, 0.00182445]))"
palmito p real banda schoepp 1.8kg,,"(('__label__conservas,palmito', '__label__conservas,""palmito', '__label__conservas,pimenta', '__label__legumes,tomate', '__label__higiene,algodão'), array([0.00694129, 0.00332119, 0.00228131, 0.00191071, 0.00188811]))"
lenha de lareira castro 10kg,,"(('__label__jardinagem,semente', '__label__produtos', '__label__grãos,semente', '__label__jardinagem,sementes', '__label__utensílios'), array([0.00819087, 0.00735106, 0.006605  , 0.00627387, 0.00619145]))"
vinho teorema 750ml tto bodegas,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vita', '__label__vinhos,vho', '__label__destilados,gin'), array([0.1003597 , 0.05402694, 0.04110492, 0.0349072 , 0.02437206]))"
coco queimado pilao 100g desidr/adocado,,"(('__label__ingredientes', '__label__chocolates,chocolate', '__label__sucos,polpa', '__label__roupas,sabão', '__label__biscoitos'), array([0.15558851, 0.06069937, 0.02886234, 0.0248704 , 0.02357633]))"
forminha p. bompack d.pink n0 c/ 100 un,,"(('__label__conveniências,vela', '__label__utensílios', '__label__embalagens', '__label__farmácia', '__label__cozinha,forma'), array([0.19047895, 0.13847199, 0.07271984, 0.04192334, 0.03654185]))"
espanador flexivel chenille bompack,,"(('__label__utensílios', '__label__conveniências,vela', '__label__conveniências,fita', '__label__cozinha,forma', '__label__conveniências,velas'), array([0.75284374, 0.01180085, 0.00559732, 0.0038302 , 0.00304721]))"
"tempero puro alho compomesa 1,01kg",,"(('__label__sal,sal', '__label__conservas,pimenta', '__label__temperos', '__label__chás,cha', '__label__chás,chá'), array([0.16660143, 0.11793818, 0.10494041, 0.05174179, 0.04187339]))"
vagem diniz bandeja un,,"(('__label__verduras,alface', '__label__legumes,cogumelo', '__label__verduras,couve', '__label__verduras,verdura', '__label__legumes,tomate'), array([0.02797015, 0.01203199, 0.01153666, 0.00721616, 0.0064189 ]))"
agenda escolar super friends 20181 spiral,,"(('__label__papelaria,estojo', '__label__papelaria,mochila', '__label__papelaria,tesoura', '__label__papelaria,borracha', '__label__papelaria,papel'), array([0.07639736, 0.03191052, 0.02144654, 0.0167796 , 0.01481231]))"
flor bromelia pote 12,,"(('__label__papelaria,papel', '__label__conveniências,cola', '__label__verduras,couve', '__label__ovos,ovo', '__label__ovos,ovos'), array([0.01415606, 0.00950356, 0.00916322, 0.00801647, 0.00761751]))"
pneu dunlop 195/55 r15 85v sport fm800,,"(('__label__corpo,desodorante', '__label__farmácia', '__label__cabelo,pente', '__label__papelaria,mochila', '__label__corpo,kit'), array([0.00157991, 0.00113605, 0.00110863, 0.0010651 , 0.00104479]))"
ornamento de jardinagem de aco no formato do sete,,"(('__label__molhos', '__label__utensílios', '__label__pães,pão', '__label__papelaria,bloco', '__label__grãos,semente'), array([0.04128892, 0.04063723, 0.012977  , 0.01194188, 0.0102757 ]))"
raquete de badminton,,"(('__label__utensílios', '__label__cabelo,pente', '__label__rosto,paleta', '__label__cozinha,abridor', '__label__cozinha,coador'), array([0.03969996, 0.02751552, 0.02606676, 0.01886452, 0.01881766]))"
bolsa de poliester para compras - shoppi,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__rosto,pincel', '__label__cozinha,torneira', '__label__cozinha,tábua'), array([0.43264705, 0.01546386, 0.01169081, 0.00819983, 0.00807645]))"
abracadeira de silicone cor monocromatic,,"(('__label__cozinha,colher', '__label__cozinha,espatula', '__label__cozinha,pegador', '__label__cozinha,espátula', '__label__cozinha,concha'), array([0.29097798, 0.06931625, 0.04200898, 0.03451656, 0.03226457]))"
vinho tremonte reserva 750ml carmenere,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,vita', '__label__destilados,cachaça'), array([0.45425063, 0.08242085, 0.03177732, 0.03142324, 0.02655738]))"
borrifador de polipropileno para jardina,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,taça', '__label__cozinha,pote', '__label__cozinha,tábua'), array([0.2024935 , 0.04466992, 0.02543955, 0.0224605 , 0.01987491]))"
botao de acrilonitrila de butadieno mode,,"(('__label__cozinha,abridor', '__label__molhos', '__label__rosto,paleta', '__label__cozinha,marmiteira', '__label__cozinha,descanso'), array([0.02597908, 0.02486475, 0.01988097, 0.018882  , 0.01628483]))"
caneca de vidro temperado - heat-resista,,"(('__label__cozinha,copo', '__label__cozinha,taça', '__label__cozinha,jogo', '__label__cozinha,conjunto', '__label__cozinha,porta'), array([0.06048017, 0.04611255, 0.04332484, 0.03133201, 0.02895104]))"
capa a prova da agua de poliester para m,,"(('__label__utensílios', '__label__cães,guia', '__label__pet', '__label__papelaria,pasta', '__label__cães,coleira'), array([0.2092014 , 0.03756513, 0.02430567, 0.02151636, 0.01595439]))"
clipe de plastico para cabo - cable clip,,"(('__label__utensílios', '__label__cozinha,tábua', '__label__cozinha,suporte', '__label__cozinha,tabua', '__label__cozinha,espátula'), array([0.052541  , 0.03551373, 0.03088087, 0.02071088, 0.01943368]))"
clipes de aco para cabelo - hair accesso,,"(('__label__cabelo,escova', '__label__corpo,esponja', '__label__cabelo,pente', '__label__cabelo,grampo', '__label__rosto,pincel'), array([0.2887682 , 0.04967765, 0.04281207, 0.02006291, 0.01951349]))"
clipes de aco para cabelo - hair accesso,,"(('__label__cabelo,escova', '__label__corpo,esponja', '__label__cabelo,pente', '__label__cabelo,grampo', '__label__rosto,pincel'), array([0.2887682 , 0.04967765, 0.04281207, 0.02006291, 0.01951349]))"
embrulho de presente 20cm x 30,,"(('__label__farmácia', '__label__cozinha,colher', '__label__utensílios', '__label__conveniências,fita', '__label__papelaria,bloco'), array([0.1571769 , 0.03445489, 0.01821798, 0.01644804, 0.01327908]))"
embrulho de presente 30cm x 45,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,forma', '__label__papelaria,bloco', '__label__farmácia'), array([0.0317191 , 0.0276512 , 0.01072674, 0.00995292, 0.00973664]))"
